op_id,op_name,op_ssn,op_salary,op_cc
OP_186,Katherine Hancock,486032138,34397.31,CC_463
OP_187,Terri Gonzalez,755387485,32181.22,CC_496
OP_188,Jacob Ramirez,403468718,36169.27,CC_479
OP_189,Cynthia Murphy,147047101,38012.5,CC_179
OP_190,Haley Arias,606242078,42122.03,CC_186
OP_191,Sally Curry,884163984,40042.87,CC_457
OP_192,Matthew Turner,400929617,34809.93,CC_319
OP_193,Tracy Christensen,542261988,38869.02,CC_212
OP_194,Brandon Steele,446523976,44635.26,CC_99
OP_195,Laurie Chandler,020468599,34887.77,CC_446
OP_196,Todd Thompson,609525422,34954.83,CC_256
OP_197,Patty Hutchinson,562375094,36197.64,CC_81
OP_198,Kaitlin Dixon,010452200,46589.76,CC_451
OP_199,Danielle Hayes,707559220,41100.59,CC_412
OP_200,Danielle Moody,661347804,35435.05,CC_246
OP_201,Jennifer Williams,707635357,37614.15,CC_326
OP_202,Christopher Morris,494230750,42603.37,CC_473
OP_203,Sarah Moyer,247941621,35714.35,CC_483
OP_204,Kelly Kidd,502193327,41826.86,CC_446
OP_205,Mary Fitzgerald,754763745,36686.69,CC_422
OP_206,Jason Stanton,781578748,43510.18,CC_403
OP_207,Jennifer Short,435349267,41393.14,CC_131
OP_208,Christopher Larsen,071753481,46200.09,CC_262
OP_209,Brendan Rosario,469242100,33746.38,CC_168
OP_210,John Chavez,045275264,37582.13,CC_491
OP_211,Ryan Patel,583659956,41672.13,CC_253
OP_212,Daniel Miller,549667172,41771.75,CC_269
OP_213,Scott Hurst,308180849,46845.3,CC_483
OP_214,Bobby Shelton,603418648,34228.75,CC_476
OP_215,Allison Jenkins,090209491,46599.88,CC_129
OP_216,Kevin King,881916077,39372.38,CC_156
OP_217,Robert Villanueva,505193862,35962.85,CC_324
OP_218,Megan Andersen,795864568,39946.29,CC_54
OP_219,Olivia Castro,481812108,38865.59,CC_438
OP_220,Melissa Knapp,559250104,32299.5,CC_323
OP_221,Bryan Abbott,115405290,46211.22,CC_314
OP_222,Daniel Sharp,787541471,33209.57,CC_130
OP_223,Christy Reynolds,204766876,45683.13,CC_320
OP_224,Jennifer Blankenship,636827272,44043.84,CC_234
OP_225,Jason Garza,258072800,33909.0,CC_139
OP_226,Mallory Hall,108765882,43055.02,CC_38
OP_227,Brian Gomez,454658295,40336.24,CC_387
OP_228,Nicholas Ayala,486470259,33563.89,CC_378
OP_229,Cole Mccormick,467445763,41810.61,CC_82
OP_230,Jessica Pratt,326281814,46713.61,CC_401
OP_231,Nathan Pearson,186365342,40950.84,CC_386
OP_232,Joseph Thomas,562082745,44947.0,CC_393
OP_233,Jamie Glover,317941245,44035.81,CC_2
OP_234,Gregory Spence,410324634,45459.48,CC_259
OP_235,Thomas Harding,617477446,33026.34,CC_81
OP_236,Amanda Brock,098924062,44196.06,CC_123
OP_237,Donald Davis,367970915,40630.79,CC_463
OP_238,Nicole Watkins,578319678,38191.72,CC_77
OP_239,Darius Cox,708295054,36138.87,CC_75
OP_240,Christopher Serrano,531700559,38618.4,CC_131
OP_241,John Nguyen,837288011,44256.36,CC_444
OP_242,Peter Smith,330152782,43306.72,CC_465
OP_243,Eric Ortiz,059725426,45864.77,CC_169
OP_244,Leah Williams,708147679,40642.71,CC_97
OP_245,Angela Tyler,230202480,39219.52,CC_114
OP_246,Christopher Wilson,824890349,39865.52,CC_421
OP_247,Jason Houston,644503328,36910.84,CC_388
OP_248,James Johnson,365151126,46553.42,CC_288
OP_249,Sandy Mahoney,309624871,45953.01,CC_261
OP_250,Nicholas Campbell,072333322,40005.23,CC_484
OP_251,Alexis Ferguson,383459565,39784.95,CC_257
OP_252,Heather Robertson,772135122,34597.12,CC_322
OP_253,Andrew Lozano,714986379,32359.16,CC_441
OP_254,William Watson,659157960,32661.55,CC_29
OP_255,Keith Hoffman,730148233,35938.08,CC_458
OP_256,Michele Hall,667764614,34192.28,CC_15
OP_257,Jenna Morse,658906783,46587.91,CC_451
OP_258,Mary Long MD,399519701,36229.85,CC_281
OP_259,Sharon Ramirez,169696586,40931.77,CC_208
OP_260,Jason Lee,745930159,33791.46,CC_238
OP_261,Patricia Wagner,832985391,35356.6,CC_406
OP_262,Karen Frederick,558889618,46575.15,CC_286
OP_263,Todd Houston,810786868,37556.77,CC_49
OP_264,Benjamin Henderson,286704973,36186.12,CC_114
OP_265,Curtis Guzman,740018584,38700.05,CC_95
OP_266,Timothy Davis,353158406,40009.49,CC_426
OP_267,Cory Gutierrez,477029494,44959.44,CC_425
OP_268,Nicole Smith,891862461,33601.54,CC_431
OP_269,Ann Jones,529364242,40839.0,CC_385
OP_270,Joshua Whitaker MD,668697853,40827.28,CC_207
OP_271,Jessica Burton,456163816,37546.37,CC_8
OP_272,William Rogers,008619936,37507.94,CC_42
OP_273,Allison Arnold,019956207,36425.37,CC_84
OP_274,Lisa Sullivan,154662694,36704.15,CC_398
OP_275,Heidi Perez,638227286,44192.44,CC_372
OP_276,Troy Berger,545294449,45765.63,CC_175
OP_277,Charles Carter,221852739,38825.54,CC_258
OP_278,Maureen Gaines,406155640,33466.48,CC_356
OP_279,Christina Rivera,157852699,43099.59,CC_387
OP_280,James Wang,390346712,42039.0,CC_375
OP_281,Matthew Fernandez,874957885,44619.01,CC_2
OP_282,Christine Harris,406674939,39664.19,CC_246
OP_283,Timothy Hernandez,475959754,40208.55,CC_215
OP_284,Sarah Mcmahon,352934627,32131.44,CC_399
OP_285,Tara Cox,011748504,41909.79,CC_151
OP_286,William Barry,703329364,46038.08,CC_150
OP_287,Kevin Pope,037980725,34996.0,CC_205
OP_288,Lauren Hamilton PhD,080320940,34477.21,CC_415
OP_289,Ms. Amy Thompson,225733119,45238.91,CC_241
OP_290,Amanda Myers,709971059,33131.62,CC_21
OP_291,Claire Coleman,275237993,46279.99,CC_373
OP_292,Ricky Peters,085155380,46092.27,CC_24
OP_293,Matthew Payne,123957730,36476.89,CC_479
OP_294,Shannon Chavez,184457158,32835.7,CC_91
OP_295,Vincent Fletcher,293134358,38501.65,CC_416
OP_296,James Houston,686135644,43690.41,CC_33
OP_297,Victoria Mcdonald,354238046,44186.31,CC_192
OP_298,Steven Hall,255865774,46292.55,CC_280
OP_299,Anthony Hamilton,839881151,33836.02,CC_63
OP_300,Veronica Ramirez,533571514,41119.38,CC_436
OP_301,Mark Larsen,642375518,44059.57,CC_312
OP_302,Kevin Gibson,250030781,44711.97,CC_446
OP_303,Vanessa Stevenson,416345518,40923.88,CC_478
OP_304,Terry Murphy,662679269,32213.12,CC_261
OP_305,Blake White,611076697,45466.97,CC_375
OP_306,David Fields,647652102,39608.2,CC_178
OP_307,Morgan Gonzalez,083381296,40813.19,CC_398
OP_308,Leslie May,622643788,40192.05,CC_187
OP_309,Ryan Chen,341716514,42660.17,CC_412
OP_310,Elizabeth Reynolds,353069714,38642.88,CC_321
OP_311,Jacob Sanders,813805475,33647.69,CC_135
OP_312,Justin West,508609534,38135.01,CC_436
OP_313,Catherine Arnold,641527567,34419.94,CC_99
OP_314,Sarah Lloyd,329423577,36838.64,CC_107
OP_315,Ethan Johnston,017731294,35677.2,CC_335
OP_316,Terri Smith,336710786,33492.25,CC_214
OP_317,Kimberly Smith,488184770,44662.43,CC_449
OP_318,Kenneth Murphy,512340848,38842.1,CC_26
OP_319,Michael Ford,515722919,41272.36,CC_54
OP_320,Sandra Crawford,709406308,35666.82,CC_393
OP_321,Vickie Harris,289943369,45987.08,CC_477
OP_322,Nicole Clark,847275889,41913.75,CC_207
OP_323,Kevin Morris,465498587,35478.09,CC_245
OP_324,Jacob Wilson,586697011,40917.12,CC_271
OP_325,Brendan Lopez,127644015,33436.52,CC_22
OP_326,Roberta Perkins,184141972,45997.97,CC_308
OP_327,Amber Barton,425583345,45797.25,CC_318
OP_328,Nicole Sullivan,821032800,37798.48,CC_324
OP_329,Paige Wallace,471148629,38761.87,CC_326
OP_330,Charles Jackson,845074042,35759.43,CC_402
OP_331,Diane Rivas,399408534,41554.16,CC_63
OP_332,Robin Curry,041647728,38149.1,CC_327
OP_333,Brandi Liu,226273530,33170.92,CC_360
OP_334,Jennifer King,775760039,40636.77,CC_93
OP_335,Mark Walker,174188163,37510.18,CC_484
OP_336,Sarah Martin,501018764,44990.95,CC_467
OP_337,Kim Christian,794015733,36259.75,CC_198
OP_338,John Guzman,194147487,43934.39,CC_457
OP_339,Lauren Valdez,316486032,43444.3,CC_242
OP_340,Parker Jensen,201903188,39818.18,CC_345
OP_341,Paul Duncan,070328374,32019.28,CC_369
OP_342,Gabrielle Brown,482474611,32192.26,CC_82
OP_343,Savannah Warren,430442681,37961.82,CC_116
OP_344,Tyler Mcbride,215839624,43402.59,CC_286
OP_345,Michael Duke,739875840,42732.42,CC_455
OP_346,Eduardo Allen,223405476,37669.05,CC_146
OP_347,Diana Martinez,516688800,46774.06,CC_412
OP_348,Ashley Torres,379030075,37069.33,CC_208
OP_349,Jeffery Wolf,140922646,46141.29,CC_316
OP_350,Dennis Mayer,848157336,44354.28,CC_462
OP_351,Gary Cruz DDS,056178685,44215.21,CC_429
OP_352,Kevin Gray,622202709,38585.25,CC_416
OP_353,Troy Clements,825980761,35696.05,CC_74
OP_354,Claire Allen,362396251,46236.91,CC_196
OP_355,Madison Rodriguez,807386295,35118.25,CC_42
OP_356,William Sawyer,055852774,39657.03,CC_489
OP_357,Angela Chambers,749457086,40184.81,CC_287
OP_358,Kaitlin Jones,349732667,37451.58,CC_475
OP_359,Kelly Mcpherson,140988911,44247.14,CC_431
OP_360,Lori Jones,463757643,38824.63,CC_70
OP_361,Caitlin Keller,439398224,34619.53,CC_147
OP_362,Elizabeth Marquez,203513528,36599.22,CC_341
OP_363,Angela Reed,668741559,36317.82,CC_331
OP_364,Evan Mathis,711260658,44841.7,CC_349
OP_365,Noah White,222696332,45773.2,CC_353
OP_366,David Castillo,051457305,46837.24,CC_249
OP_367,Amber Buck,377529096,39884.44,CC_463
OP_368,Mr. Willie Vazquez,404231289,45910.27,CC_276
OP_369,Miss Jessica Mitchell,213296455,39320.1,CC_212
OP_370,Jason Duran,626439306,36498.65,CC_128
OP_371,Tammy Roman DDS,318550579,40857.95,CC_131
OP_372,Tony Rodriguez,112228897,42029.52,CC_232
OP_373,Christopher Waters,363181969,45518.92,CC_107
OP_374,Bradley Hicks,507521589,39960.1,CC_101
OP_375,Joshua Calderon,011555994,45004.9,CC_360
OP_376,Brad Brown,469575685,46033.26,CC_11
OP_377,Mark Baldwin,245254248,37993.22,CC_120
OP_378,Jason Hancock,491038577,37046.32,CC_124
OP_379,Amy Jones,825397930,44376.65,CC_184
OP_380,Jason Cook,128813908,33047.37,CC_303
OP_381,Mallory Huff,679755663,42496.69,CC_380
OP_382,Stefanie Crosby,074603117,37512.17,CC_382
OP_383,Beth Johnson,037245424,37087.91,CC_236
OP_384,Jeremy Howard DDS,327118084,33187.78,CC_182
OP_385,Kevin Fields,822381019,43540.55,CC_416
OP_386,John Jordan,491970485,34054.56,CC_2
OP_387,Jessica Blanchard,232245662,43662.31,CC_288
OP_388,William Washington,401119368,37999.57,CC_214
OP_389,Melissa Williams,427404096,46153.51,CC_222
OP_390,Cynthia Melton,662110973,35524.35,CC_475
OP_391,Katie Ortiz,090868769,39845.67,CC_45
OP_392,Nicole Obrien,351608603,45685.13,CC_447
OP_393,Bryan Thompson,784090903,33184.56,CC_261
OP_394,James Leonard,894512496,33214.62,CC_115
OP_395,Michael Wolfe,837656006,37567.59,CC_111
OP_396,Brittany Le,047745466,39028.63,CC_168
OP_397,Stephanie Hunt,260316402,38429.24,CC_443
OP_398,Todd Hicks,756076691,46654.24,CC_226
OP_399,Janice Rogers,462051864,32296.24,CC_227
OP_400,Clinton Goodman,635184266,36171.24,CC_366
OP_401,Robert Sullivan III,592999900,34535.33,CC_415
OP_402,Andrew Campbell,717543959,44239.36,CC_410
OP_403,Erik West,728274454,33328.49,CC_274
OP_404,Ryan Payne,595727025,36458.27,CC_444
OP_405,Elizabeth Brown,674913667,43117.84,CC_411
OP_406,Jason Mitchell,544248813,44685.34,CC_398
OP_407,Mark Mckay,332012592,38877.4,CC_128
OP_408,Sara Bradford,521460994,33523.62,CC_123
OP_409,Margaret Gallegos,759362036,43842.86,CC_108
OP_410,Linda Sims,451901711,45156.8,CC_314
OP_411,Desiree Price,788971098,34037.74,CC_360
OP_412,Brenda Flores,758320282,32409.7,CC_480
OP_413,Paul Smith,387051945,37923.84,CC_17
OP_414,Mr. Mark Ramsey DDS,749101748,37417.69,CC_348
OP_415,David Carrillo,220896565,34142.64,CC_300
OP_416,Mike Rodriguez,772897575,36049.48,CC_389
OP_417,Travis Turner,612054337,43861.46,CC_153
OP_418,Michael Mcbride,874788386,32082.58,CC_350
OP_419,William Booker,706203989,37441.85,CC_258
OP_420,Michele King,545290679,37930.06,CC_251
OP_421,Lawrence Foster,801377911,41331.02,CC_66
OP_422,Bradley Daugherty,761411741,40692.57,CC_246
OP_423,Tracy Scott,411884267,38440.07,CC_329
OP_424,Kevin Ellis,769684029,37745.55,CC_238
OP_425,Deanna Salazar,774929167,37899.61,CC_311
OP_426,Adam Smith,400882212,38123.01,CC_112
OP_427,Courtney Erickson,205018939,35176.02,CC_37
OP_428,Lisa Patrick,797438757,45708.91,CC_310
OP_429,Toni Hall,448544484,40846.35,CC_261
OP_430,Maria Shelton,220254364,37276.42,CC_86
OP_431,Victoria Vazquez,804430337,32144.55,CC_276
OP_432,Sarah Palmer,799109969,37981.24,CC_381
OP_433,Teresa Smith,674809472,37437.81,CC_38
OP_434,Robert Moore,065126792,42240.52,CC_311
OP_435,Emily Marks,588535881,33310.25,CC_44
OP_436,Karl Farmer,099899734,46993.63,CC_38
OP_437,Hannah Evans,425261021,44454.63,CC_380
OP_438,Ryan Woods,508724422,43875.87,CC_84
OP_439,Jeffrey Spencer,157229790,35574.17,CC_256
OP_440,Matthew Rodgers,814753581,37665.58,CC_350
OP_441,Chris Weiss,326333176,42217.18,CC_315
OP_442,Elizabeth Dixon,597515171,33571.36,CC_28
OP_443,Elizabeth Smith,194491328,32995.72,CC_251
OP_444,Richard Sims,201486323,42160.79,CC_287
OP_445,Todd Moody,459123552,46518.94,CC_102
OP_446,Abigail Wallace,518512308,33245.06,CC_15
OP_447,Briana Burns,096879330,40660.08,CC_448
OP_448,Allen Banks,246407579,44477.46,CC_353
OP_449,Nicholas Vargas,779638600,32476.21,CC_432
OP_450,Andrew Mckinney,563377727,35213.35,CC_147
OP_451,Jessica James,419685368,40165.38,CC_214
OP_452,Matthew Harrison,299421387,37877.31,CC_310
OP_453,Christina Kemp MD,306749167,40715.01,CC_71
OP_454,Richard Sanders,214322258,46264.67,CC_346
OP_455,Trevor Jordan,517740457,44254.6,CC_353
OP_456,Heather Harris,654774772,36489.93,CC_224
OP_457,Timothy Rivera,486990314,35986.68,CC_444
OP_458,Richard Mcpherson,025973699,41995.78,CC_443
OP_459,Laura Zamora,828370971,44199.72,CC_143
OP_460,Traci York,093111240,35956.38,CC_151
OP_461,Jesse Smith,134658345,32746.05,CC_48
OP_462,Anthony Castillo,765423138,36342.92,CC_447
OP_463,Joseph Contreras,398655889,34607.02,CC_436
OP_464,Michelle Peterson,685107491,36996.14,CC_387
OP_465,Christian Johnson,444229562,46619.54,CC_84
OP_466,Abigail Murphy,124998959,33181.44,CC_299
OP_467,Derek Thompson,345774354,36794.56,CC_257
OP_468,Monica Davis,737324263,36541.18,CC_466
OP_469,Matthew Cooper,779561177,43507.61,CC_395
OP_470,Kara Foster,246501867,44057.2,CC_394
OP_471,Angel Richards,395537037,46607.85,CC_161
OP_472,Nicole Garner,196759163,44931.9,CC_354
OP_473,Amber Patel,185042220,33772.64,CC_24
OP_474,Lori Wallace,303850338,39164.45,CC_459
OP_475,Julie Hobbs,120438714,41182.73,CC_72
OP_476,Kayla Sims,316132677,39250.5,CC_445
OP_477,April Klein,185614691,37525.7,CC_319
OP_478,Mr. Chad Mcconnell,321536091,35533.66,CC_486
OP_479,Samantha Warren,123107284,35796.17,CC_201
OP_480,Sarah Galvan,557998660,37927.44,CC_55
OP_481,Frank Butler,221352016,34477.13,CC_404
OP_482,Lynn Edwards,534941183,33159.07,CC_397
OP_483,Justin Kennedy Jr.,681609997,40575.37,CC_373
OP_484,Amanda Martin,360041261,41972.07,CC_76
OP_485,Sarah Lewis,388121085,37195.98,CC_473
OP_486,Veronica Herman,046686875,33060.56,CC_432
OP_487,Robert Garcia,009549476,39853.32,CC_199
OP_488,Frank Sheppard,184175940,36761.23,CC_500
OP_489,Bianca Gilbert,451063856,41457.63,CC_4
OP_490,Virginia Holden MD,135637028,43581.85,CC_209
OP_491,Ernest Nelson,284467484,46005.9,CC_266
OP_492,Jeanne King,663159327,46992.84,CC_495
OP_493,Mr. Adam Santiago,867092620,39773.98,CC_469
OP_494,Jody Baker,267875297,40833.85,CC_360
OP_495,Sharon Morse,044051704,45710.44,CC_380
OP_496,Faith Kramer,241352932,45793.75,CC_154
OP_497,Thomas Brown,328303270,35253.67,CC_258
OP_498,Heather Lewis,750491484,42681.4,CC_21
OP_499,Nicole Hawkins,305382352,34216.11,CC_15
OP_500,Christopher Daniels,404043148,42692.83,CC_205
OP_501,David Smith,120329505,39863.78,CC_23
OP_502,Jacob Mitchell,272382858,44077.02,CC_32
OP_503,Jonathan Miles MD,595628544,44236.97,CC_11
OP_504,Tracy Sloan,191505296,35500.89,CC_418
OP_505,John Henry,627487628,41311.9,CC_204
OP_506,Juan Ruiz,244783097,34857.36,CC_280
OP_507,Daniel Torres,143371027,39454.25,CC_260
OP_508,Anna Bautista,379641155,36109.67,CC_114
